Index,Height(Inches),Weight(Pounds),Weight(Kilograms)
96,70.55703,131.8001,59.78413317608636
97,66.28644,120.0285,54.44457044361789
98,63.42577,123.0972,55.83652363240497
99,66.76711,128.1432,58.125374217545136
100,68.88741,115.4759,52.37952463031842
101,64.87434,102.0927,46.30894493332123
102,67.09272,130.353,59.12773292207204
103,68.34761,134.1842,60.86555384196679
104,65.61073,98.64133,44.74341377120566
105,67.75551,114.5599,51.9640297559648
106,68.0212,123.4917,56.01546765853215
107,67.66193,123.048,55.81420665880432
108,66.3146,126.4772,57.36968157488887
109,69.43706,128.417,58.24956908282682
110,63.83624,127.1941,57.69486528168376
111,67.72277,122.0562,55.3643291300009
112,70.05098,127.6064,57.88188333484532
113,70.18602,131.6423,59.71255556563549
114,65.94588,111.8955,50.75546584414406
115,70.007,122.039,55.35652726118117
116,68.61129,128.5547,58.31202939308718
117,68.80817,132.6792,60.1828903202395
118,69.76212,136.0632,61.71786265082101
119,65.45539,115.9403,52.59017508845142
120,68.82534,136.9041,62.09929238864193
121,65.8003,119.8804,54.377392724303725
122,67.21474,109.0055,49.44457044361789
123,69.42021,128.2705,58.183117118751696
124,68.94396,135.2913,61.36773110768393
125,67.9415,106.8558,48.46947292025765
126,65.62506,123.2939,55.92574616710514
127,66.49607,109.5143,49.6753606096344
128,67.92809,119.3087,54.11807130545223
129,68.89415,140.2402,63.6125374217545
130,70.241,133.9841,60.77478907738365
131,68.26623,132.5807,60.13821101333576
132,71.23161,130.6988,59.28458677311077
133,69.09747,115.5637,52.41935044906105
134,64.39693,123.7941,56.15263539871178
135,71.09585,128.1427,58.12514741903292
136,68.21868,135.9646,61.67313798421482
137,65.91721,116.6273,52.90179624421664
138,67.4369,126.8241,57.52703438265445
139,73.90107,151.3913,68.6706432005806
140,69.98149,130.4022,59.15004989567268
141,69.51862,136.2068,61.78299918352535
142,65.18437,113.3989,51.43740361063231
143,68.00869,125.3287,56.84872539236142
144,68.3384,127.5846,57.87199491971332
145,65.18417,107.1564,48.60582418579334
146,68.26209,116.4588,52.82536514560464
147,68.56865,133.8402,60.70951646557199
148,64.49675,112.8901,51.206613444615805
149,68.71053,130.7568,59.31089540052617
150,68.89148,137.7571,62.48621065045813
151,69.54011,125.4036,56.882699809489246
152,67.39964,138.4659,62.80772022135535
153,66.47521,120.8184,54.80286673319423
154,66.01217,140.1539,63.57339199854848
155,72.44434,136.7397,62.02472103782999
156,64.12642,106.1139,48.13294928785267
157,70.98112,158.9562,72.10205933049079
158,67.50124,108.7868,49.34536877438084
159,72.01515,138.7758,62.948289939218
160,65.31143,115.9136,52.57806404789984
161,67.07509,146.2922,66.35770661344462
162,64.39148,109.8765,49.83965345187335
163,69.37003,139.0499,63.072620883607
164,68.37921,119.9001,54.38632858568448
165,65.31018,128.3069,58.19962805043999
166,67.1369,127.2428,57.716955456772205
167,68.39468,115.2306,52.26825728023224
168,66.2918,124.7975,56.60777465299827
169,67.1866,126.9511,57.584641204753694
170,65.99156,111.2711,50.472239862106505
171,69.43393,122.6089,55.61503220538873
172,67.97463,124.2084,56.34056064592216
173,67.76133,124.6453,56.53873718588406
174,65.27864,119.5169,54.21251020593305
175,73.83364,139.2983,63.18529438446884
176,66.81312,104.8265,47.54898847863558
177,66.89411,123.0424,55.81166651546766
178,65.73568,118.8923,53.92919350449061
179,65.98283,121.4939,55.109271523178805
180,66.58396,119.2488,54.09090084369046
181,67.11294,135.0239,61.246439263358425
182,65.87481,116.228,52.72067495237231
183,66.78067,109.1731,49.52059330490792
184,68.73577,124.2237,56.347500680395534
185,66.22666,141.1645,64.03179715141069
186,65.95968,129.1501,58.58210106141704
187,68.58372,127.8693,58.001133992561
188,66.59347,120.9244,54.850948017781
189,66.96574,127.6466,57.90011793522635
190,68.08015,101.4693,46.02617254830808
191,70.19025,144.9927,65.76825728023225
192,65.52149,110.9523,50.32763313072666
193,67.45905,132.8625,60.26603465481266
194,67.40985,146.3385,66.3787081556745
195,69.66158,145.5894,66.03891862469382
196,65.79799,120.8431,54.814070579697
197,66.10558,115.7813,52.51805316157126
198,68.23987,128.3019,58.197360065317966
199,68.02403,127.4718,57.82082917536061
200,71.39044,127.8761,58.00421845232695
201,65.7316,121.4997,55.111902385920345
202,66.43358,112.7148,51.12709788623786
203,70.01309,135.002,61.236505488524
204,69.48146,128.6789,58.368366143518095
205,68.62764,124.4062,56.43028213734917
206,68.36275,140.026,63.51537693912728
207,68.39028,117.519,53.306268710877255
208,68.77413,143.8737,65.26068220992471
209,69.9236,141.1703,64.03442801415223
210,71.55542,155.9414,70.73455502131905
211,68.44764,134.0093,60.78621972239861
212,66.71398,130.0975,59.01183888233693
213,66.68413,106.2265,48.1840243128005
214,67.93699,112.0489,50.82504762768756
215,68.89855,136.1884,61.77465299827633
216,67.29191,131.236,59.52825909462033
217,69.57212,131.3231,59.56776739544589
218,67.67479,119.5261,54.21668329855756
219,69.04155,116.9965,53.069264265626416
220,67.96765,138.5255,62.83475460400979
221,65.83982,109.6518,49.73773020048988
222,65.77288,130.1569,59.0387825455865
223,71.14106,137.1114,62.19332305180078
224,67.83055,113.759,51.60074389912002
225,65.0693,114.9725,52.15118388823369
226,69.70745,127.7149,57.9310986119931
227,69.92983,121.9972,55.3375669055611
228,66.11569,117.9607,53.50662251655629
229,68.61364,127.7141,57.93073573437358
230,68.9976,117.9619,53.507166832985575
231,66.79171,125.1554,56.770117028032296
232,68.02363,141.1026,64.00371949560011
233,69.67258,145.4822,65.99029302367776
234,71.82178,116.065,52.646738637394535
235,72.74676,135.7458,61.57389095527533
236,67.27951,132.9248,60.294293749433
237,67.41015,115.6622,52.4640297559648
238,68.5315,114.3184,51.85448607457135
239,68.47126,148.952,67.5641839789531
240,68.51867,142.1878,64.49596298648281
241,63.72529,134.104,60.82917536060964
242,67.70483,141.8926,64.36206114487888
243,69.47115,138.7444,62.93404699265173
244,66.70198,134.449,60.98566633402885
245,65.23126,117.0167,53.078426925519366
246,69.89473,115.6752,52.46992651728205
247,69.83048,134.7905,61.140569717862654
248,65.3979,120.5746,54.692279778644654
249,68.32214,120.0835,54.46951827996008
250,65.93895,84.3598,38.26535425927606
251,70.09805,138.9394,63.022498412410414
252,66.05531,143.5245,65.10228612900299
253,68.23481,123.1347,55.8535335208201
254,65.21758,115.5261,52.40229520094348
255,69.16173,120.9844,54.87816383924521
256,67.60064,120.6473,54.72525628231879
257,67.28621,124.0352,56.26199764129547
258,66.84323,117.2238,53.17236686927333
259,68.08281,127.9598,58.042184523269526
260,66.56991,116.7527,52.95867731107684
261,70.16973,121.9957,55.33688651002449
262,67.85113,123.9952,56.243853760319325
263,66.62309,108.855,49.37630409144516
264,63.68816,104.6574,47.47228522180894
265,68.0356,132.248,59.987299283316695
266,66.941,127.1834,57.69001179352264
267,66.26292,125.1209,56.754467930690375
268,70.7301,133.322,60.47446248752608
269,70.70844,122.3364,55.49142701623877
270,73.26872,130.2636,59.087181348090354
271,63.79021,116.7431,52.95432277964256
272,67.84109,125.8534,57.08672775106595
273,67.78058,100.627,45.644107774652994
274,67.23901,118.4945,53.74875260818289
275,66.75701,137.1255,62.199718769844864
276,69.03098,118.6991,53.84155855937585
277,68.52652,124.1641,56.320466297741085
278,64.65419,124.9442,56.67431733647827
279,65.14295,126.3889,57.32962895763404
280,66.74124,121.5255,55.12360518914996
281,66.99923,133.2951,60.46226072756962
282,70.26611,127.4072,57.79152680758414
283,67.57666,125.08,56.73591581239226
284,66.30582,102.8114,46.63494511476005
285,68.90702,134.2212,60.88233693186973
286,65.60543,100.9758,45.80232241676495
287,68.00189,145.8886,66.17463485439535
288,69.93715,155.3046,70.44570443617889
289,70.1459,138.7175,62.92184523269527
290,66.66364,116.2611,52.73568901388006
291,69.40676,120.6087,54.707747437176806
292,66.80598,114.4083,51.89526444706522
293,67.70048,133.3406,60.48289939217998
294,69.13438,92.74955,42.07091989476549
295,67.53769,131.7825,59.77614986845686
296,65.77912,118.3865,53.6997641295473
297,66.25769,131.1466,59.487707520638665
298,67.39038,130.2033,59.05982944751883
299,64.94327,129.1836,58.59729656173456
300,69.25699,143.1445,64.92991925972964
301,69.07739,138.7307,62.9278327134174
302,69.64403,130.9528,59.39980041730926
303,69.07705,124.3032,56.38356164383561
304,68.01304,135.3702,61.403519912909374
305,68.85664,124.1988,56.33620611448789
306,63.19158,111.2389,50.45763403792071
307,65.57591,129.4037,58.69713326680576
308,69.12101,127.7444,57.94447972421301
309,69.78765,121.3311,55.03542592760592
310,67.48203,118.2183,53.62346911004264
311,69.08809,123.3441,55.9485167377302
312,68.5529,151.9118,68.90674045178264
313,68.21327,115.3108,52.3046357615894
314,67.1012,122.3844,55.51319967341014
315,71.23661,129.2323,58.61938673682301
316,69.11946,138.2824,62.724485167377296
317,65.49848,144.0565,65.34359974598566
318,66.58706,120.8482,54.81638392452145
319,67.99831,113.3034,51.394085094801774
320,72.57747,149.3227,67.73233239589948
321,67.97585,130.6373,59.25669055610995
322,66.62347,122.387,55.51437902567359
323,67.29574,133.8677,60.72199038374308
324,65.95951,134.8336,61.16011974961444
325,66.54011,137.8363,62.52213553479088
326,68.07723,112.6812,51.11185702621791
327,65.83291,121.1964,54.974326408418754
328,69.23721,114.9262,52.13018234600381
329,64.69413,110.3762,50.06631588496779
330,69.21372,126.0337,57.1685112945659
331,67.16792,118.7008,53.84232967431733
332,67.8467,119.3108,54.11902385920348
333,69.27389,150.7397,68.37507937947926
334,67.90547,121.1142,54.93704073301279
335,67.076,118.4065,53.708836070035375
336,70.01531,142.759,64.75505760682209
337,70.05454,145.6305,66.0575614623968
338,70.86714,127.3425,57.762179080105234
339,66.0586,115.9678,52.602649006622514
340,65.23745,104.4441,47.37553297650368
341,68.7413,138.4905,62.81887870815567
342,69.51946,145.5049,66.00058967613172
343,70.30764,124.4065,56.430418216456495
344,67.29982,124.1866,56.33067223079016
345,67.60582,126.1659,57.22847682119205
346,67.85566,138.8125,62.9649369500136
347,66.46536,121.5515,55.13539871178445
348,68.92071,114.2555,51.82595482173637
349,68.46886,129.4022,58.69645287126916
350,69.5193,137.5583,62.39603556200671
351,70.23956,134.4996,61.00861834346366
352,67.85651,127.7103,57.92901206568085
353,68.00435,115.6709,52.46797605007711
354,67.13983,131.5906,59.68910459947382
355,68.09931,127.5839,57.87167740179624
356,68.99077,125.7211,57.02671686473737
357,69.32618,119.9885,54.426426562641744
358,70.09286,140.8676,63.897124194865285
359,68.74304,136.9164,62.1048716320421
360,64.18633,118.4759,53.74031570352898
361,66.09074,129.5516,58.76422026671505
362,69.24418,152.0714,68.97913453687744
363,69.66512,120.8646,54.82382291572167
364,68.42721,136.1027,61.73577973328494
365,68.28613,130.0611,58.99532795064864
366,69.37684,131.7743,59.77243037285675
367,68.35315,139.38,63.2223532613626
368,72.32489,168.229,76.30817381837976
369,70.37159,127.6446,57.899210741177534
370,65.72927,131.8008,59.784450694003446
371,66.49627,122.8561,55.72716138982128
372,70.81339,140.2133,63.600335661798056
373,67.37579,142.6929,64.72507484350902
374,67.79709,137.4299,62.3377937040733
375,68.1607,126.0392,57.17100607820012
376,68.85782,143.5985,65.13585230880885
377,67.71342,122.62,55.62006713235961
378,64.66007,108.6044,49.26263267712964
379,65.73721,100.6617,45.6598475913998
380,68.42441,116.1397,52.68062233511749
381,68.88946,140.5293,63.74367232150957
382,68.27367,125.6907,57.0129275151955
383,69.18045,134.3329,60.9330037194956
384,72.60996,136.4649,61.9000725755239
385,66.04157,127.8822,58.00698539417581
386,69.2288,123.1361,55.854168556654265
387,68.87697,116.3375,52.7703438265445
388,66.46042,124.5581,56.49918352535607
389,69.30444,125.7853,57.05583779370407
390,67.58249,107.5905,48.80273065408691
391,69.41816,143.0236,64.87507937947926
392,67.46867,118.7434,53.86165290755692
393,66.44873,118.9856,53.97151410686746
394,68.76185,131.8744,59.81783543499954
395,63.76881,119.3691,54.145468565726205
396,69.03663,126.1223,57.20869999092805
397,66.48966,126.6122,57.43091717318334
398,66.74224,113.5597,51.5103420121564
399,67.69394,115.8413,52.54526898303547
400,66.69066,130.2738,59.09180803773927
401,67.02877,125.4542,56.90565181892406
402,65.91096,117.1655,53.14592216275061
403,70.0304,137.3184,62.2872176358523
404,69.26978,149.4447,67.78767123287672
405,70.07695,151.0695,68.52467567812755
406,64.90942,116.9994,53.07057969699719
407,69.68744,138.1787,62.67744715594665
408,67.56524,127.621,57.88850585140161
409,63.85529,120.7514,54.7724757325592
410,71.6189,144.2537,65.43304907919804
411,64.98993,105.7939,47.98779824004354
412,64.60759,120.1567,54.50272158214642
413,62.01666,109.0848,49.48054068765309
414,65.28516,125.971,57.1400707611358
415,67.70163,110.2325,50.00113399256101
416,70.85794,134.4706,60.99546402975596
417,68.17075,115.5067,52.39349541867005
418,67.45006,125.1086,56.74888868729021
419,71.04224,116.4113,52.80381928694548
420,67.83032,133.3944,60.50730291209289
421,67.15488,108.7478,49.3276784904291
422,68.30289,134.3986,60.962805043998905
423,65.41208,131.2085,59.51578517644924
424,68.66755,130.8318,59.34491517735643
425,70.06733,127.0838,57.64483352989204
426,69.13413,119.4067,54.16252381384378
427,67.02078,105.5616,47.88242765127461
428,65.52274,134.4733,60.99668874172185
429,70.19808,132.6897,60.18765308899573
430,67.66866,126.058,57.17953370225892
431,69.73257,126.3532,57.31343554386283
432,67.61719,142.3603,64.57420847319241
433,70.79589,124.5873,56.512428558468656
434,69.65804,122.3604,55.50231334482446
435,66.73277,123.2298,55.89667059784088
436,67.58008,131.4049,59.60487163204209
437,65.25317,124.3037,56.38378844234782
438,70.71387,128.3836,58.23441894221174
439,71.27374,136.853,62.07611358069491
440,66.55913,118.0569,53.55025855030391
441,68.04247,121.4969,55.110632314252015
442,68.11699,119.2811,54.105552027578696
443,71.2367,126.5545,57.404744624875256
444,66.92387,129.2477,58.62637213099882
445,71.10381,134.7804,61.13598838791616
446,69.41466,146.0725,66.25805134718316
447,69.16807,162.4109,73.66910097069763
448,68.57725,130.1885,59.05311621155765
449,69.60315,132.1941,59.96285040370135
450,69.05087,127.4591,57.81506849315068
451,68.28699,125.3466,56.856844779098246
452,69.25276,134.7559,61.124875260818285
453,68.23862,121.9395,55.311394357253015
454,67.6868,125.6688,57.00299374036106
455,68.84083,145.956,66.20520729384015
456,69.52061,119.9207,54.39567268438719
457,66.97668,111.5093,50.58028667331942
458,72.0053,138.676,62.90302095618252
459,67.44482,135.0151,61.24244760954368
460,66.06214,116.509,52.8481357162297
461,65.5747,123.9575,56.22675315249931
462,68.30171,136.952,62.121019686110856
463,71.02603,153.0797,69.43649641658351
464,70.76882,126.357,57.31515921255557
465,67.50812,145.0614,65.79941939580875
466,69.50936,135.1739,61.31447881701896
467,66.4455,108.806,49.354077837249385
468,68.5689,110.5155,50.1295019504672
469,67.01296,138.2685,62.71818016873809
470,68.70004,119.5111,54.2098793431915
471,68.23013,115.3214,52.30944389004808
472,70.40713,132.3684,60.04191236505488
473,65.69989,93.99438,42.635571078653726
474,65.7031,127.4051,57.790574253832894
475,68.48055,134.3024,60.919169010251295
476,66.62891,124.9721,56.686972693459126
477,66.84285,124.072,56.27869001179352
478,69.89734,133.5476,60.57679397623151
479,67.6543,134.1509,60.85044906105416
480,68.30917,130.2489,59.080513471831615
481,69.74848,138.0935,62.63880068946747
482,68.57906,126.6064,57.4282863104418
483,68.14477,131.8076,59.78753515376939
484,67.98093,131.7363,59.75519368592942
485,64.82535,117.6261,53.35484895219087
486,69.20785,126.1943,57.24135897668511
487,69.2656,127.5132,57.83960809217091
488,70.9403,142.4785,64.62782364147691
489,69.07826,139.444,63.25138347092442
490,66.20183,110.3204,50.04100517100608
491,71.05779,131.9541,59.85398711784451
492,68.99493,129.2037,58.60641386192506
493,70.96089,124.3513,56.40537966070942
494,66.02496,126.5251,57.39140887235779
495,69.8641,149.2303,67.69042003084459
496,66.82802,142.1577,64.48230971604826
497,69.09424,127.1436,57.67195863195138
498,66.81425,122.3353,55.49092805951193
499,67.13183,112.6659,51.10491699174453
500,64.57428,134.2647,60.90206840243128
501,68.68038,120.6936,54.74625782454867
502,67.53724,115.783,52.518824276512746
503,71.17732,128.6855,58.37135988387915
504,70.53514,134.7611,61.127233965345184
505,71.53411,118.3419,53.67953370225891
506,66.77301,106.1557,48.151909643472735
507,66.33636,126.3823,57.32663521727297
508,64.83095,114.3716,51.878617436269614
509,68.38247,130.2787,59.09403066315884
510,68.05038,123.3066,55.93150684931507
511,69.09149,122.8571,55.72761498684569
512,69.91046,125.6932,57.01406150775651
513,68.40737,111.7247,50.677991472375936
514,68.32559,125.5516,56.949832169100965
515,66.95555,119.9702,54.41812573709517
516,70.54816,132.6043,60.14891590311167
517,69.37805,132.6738,60.18044089630772
518,67.52012,117.4521,53.27592306994466
519,64.87142,101.8549,46.20107956091808
520,69.13396,128.4418,58.26081828903202
521,68.81192,134.0414,60.80078018688197
522,67.56446,127.7511,57.94751882427651
523,68.16772,127.6172,57.88678218270888
524,65.80687,139.3971,63.2301097704799
525,64.92276,113.9381,51.68198312619069
526,68.35584,147.5188,66.91408872357798
527,66.71546,132.6523,60.17068856028304
528,69.18196,132.8139,60.243989839426646
529,65.88795,105.0942,47.6704164020684
530,66.03733,127.5187,57.84210287580513
531,69.44194,130.7305,59.29896579878436
532,67.14847,128.5815,58.3241857933412
533,65.69442,122.5699,55.59734192143699
534,69.42723,157.2961,71.3490429102785
535,66.54503,121.1097,54.93499954640298
536,69.04469,147.5061,66.90832804136805
537,67.62036,117.493,53.29447518824276
538,69.59105,132.4472,60.07765581057788
539,68.12343,118.1774,53.60491699174453
540,71.22641,123.7319,56.12442166379388
541,66.43285,130.365,59.13317608636488
542,66.31808,122.8882,55.74172185430463
543,68.02724,107.8693,48.929193504490605
544,68.2876,118.591,53.79252472103782
545,66.91609,125.6467,56.99296924612174
546,71.77546,148.6016,67.4052435816021
547,66.04535,150.279,68.16610723033656
548,69.01455,127.0678,57.637575977501584
549,68.70744,128.7122,58.38347092443073
550,65.012,118.4233,53.71645650004535
551,66.05857,125.3879,56.87557833620611
552,71.16403,149.2676,67.70733919985484
553,67.55274,107.3484,48.69291481447881
554,68.83455,133.6992,60.645559285131085
555,68.11811,124.8508,56.63195137439899
556,67.90528,112.7028,51.12165472194502
557,67.64085,127.8407,57.98816111766306
558,69.78282,134.1615,60.85525718951283
559,67.99889,138.6031,62.86995373310352
560,69.41465,126.044,57.17318334391726
561,70.42989,129.5856,58.77964256554477
562,67.67519,134.1054,60.8298103964438
563,67.88036,106.1251,48.13802957452599
564,68.06905,127.0561,57.63226889231606
565,66.99435,121.9241,55.3044089630772
566,71.57689,150.7365,68.37362786900118
567,64.36564,116.0061,52.62002177265717
568,67.93011,125.4748,56.914995917626776
569,69.91863,131.6099,59.69785902204482
570,69.93864,129.0696,58.54558650095255
571,66.79766,129.1117,58.56468293567995
572,70.11119,148.1624,67.20602376848407
573,68.94814,105.388,47.80368320783816
574,68.02886,110.5447,50.14274698357979
575,69.36148,118.6402,53.81484169463848
576,68.44886,122.8151,55.70856391182073
577,65.70282,124.887,56.64837158668239
578,69.55674,135.7695,61.58464120475369
579,65.84635,116.4563,52.824231153043634
580,68.79983,125.3617,56.86369409416674
581,69.03835,133.122,60.38374308264538
582,67.36352,138.3328,62.74734645740723
583,70.35788,124.4972,56.4715594665699
584,69.88828,136.7205,62.01601197496144
585,65.15319,115.0153,52.17059784087816
586,69.40907,132.6366,60.1635670869999
587,68.50874,143.1323,64.92438537603192
588,65.71552,134.7422,61.11866098158396
589,63.98308,122.6246,55.62215367867186
590,70.07685,153.5634,69.65590129728749
591,68.42542,126.289,57.284314614896125
592,68.23665,134.7206,61.10886328585684
593,67.82856,134.5987,61.05356980858205
594,66.31277,118.3945,53.70339290574253
595,69.75128,121.2997,55.02118298103965
596,65.70901,132.2844,60.00381021500499
597,66.88227,139.0617,63.07797332849496
598,67.2791,110.698,50.21228340742084
599,70.63357,154.1073,69.90261271886057
600,69.9377,124.1592,56.31824367232151
601,65.87671,134.5173,61.01664701079561
602,72.44694,138.2622,62.71532250748435
603,70.07052,149.0801,67.62228975777919
604,67.68486,127.0075,57.61022407693005
605,66.1151,117.8222,53.4437993286764
606,69.94355,148.9096,67.54495146511839
607,68.24317,128.2151,58.15798784359975
608,68.80144,129.6944,58.82899392179987
609,66.61818,125.5674,56.95699900208655
610,70.18701,128.7947,58.42089267894403
611,65.58971,124.187,56.330853669599925
612,68.69566,151.4167,68.68216456500045
613,64.88639,106.9803,48.52594574979588
614,69.81993,145.6221,66.05375124739182
615,66.33962,121.5926,55.15404154948743
616,70.4434,130.9386,59.393359339562735
617,69.99163,135.6203,61.51696452871269
618,70.13617,123.9315,56.21495962986482
619,67.1793,131.9955,59.87276603465481
620,68.2034,117.484,53.290392815023125
621,67.76121,129.6577,58.81234691100426
622,64.79753,122.3706,55.50694003447337
623,66.47871,114.5867,51.97618615621881
624,66.98337,116.5401,52.86224258368865
625,65.69991,139.4307,63.24535063049986
626,66.82705,123.4822,56.011158486800326
627,66.35141,132.5492,60.123922707067045
628,70.13491,143.4013,65.04640297559648
629,70.11565,132.9429,60.30250385557471
630,64.56145,98.8972,44.859475641839786
631,68.15724,122.4342,55.53578880522544
632,67.1475,104.6767,47.481039644379926
633,70.88927,142.7847,64.76671505034926
634,68.16218,130.9283,59.38868729021138
635,71.19657,143.827,65.23949922888505
636,67.92444,142.2832,64.5392361426109
637,65.30204,107.9441,48.963122561916
638,66.40756,105.6891,47.94026127188605
639,71.30647,125.4007,56.88138437811848
640,69.05997,106.4195,48.27156853851039
641,65.95442,118.5371,53.76807584142247
642,69.63776,136.7836,62.044633947201305
643,71.10495,145.9328,66.19468384287399
644,66.21851,129.637,58.80295745259911
645,66.13469,108.4955,49.213235961172096
646,67.7851,121.2537,55.00031751791708
647,66.67737,135.7399,61.57121473283135
648,69.99408,137.5026,62.37077020774744
649,71.1441,124.0052,56.24838973056337
650,68.63927,128.8613,58.451102240769295
651,69.08548,133.6811,60.637349178989375
652,67.97389,106.5185,48.316474643926334
653,65.94809,113.0398,51.27451691916901
654,66.02102,125.9639,57.13685022226254
655,71.23576,140.2945,63.63716774017962
656,67.52674,143.229,64.96824820829175
657,71.06935,145.8063,66.13730381928694
658,68.27178,128.1697,58.13739453869183
659,67.31932,134.1839,60.86541776285947
660,68.98848,140.2166,63.60183253197859
661,68.404,146.3453,66.38179261544045
662,67.092,132.0784,59.91036922797785
663,66.76866,122.13,55.39780459040188
664,65.64636,131.4693,59.63408328041368
665,65.34105,129.5167,58.74838973056336
666,68.18299,125.7451,57.03760319332304
667,70.65924,153.1384,69.46312256191598
668,65.94401,124.5559,56.49818561190238
669,69.62792,134.8225,61.15508482264356
670,68.29965,115.3877,52.33951737276603
671,70.06075,117.9618,53.50712147328313
672,68.43602,124.5647,56.50217726571714
673,69.27012,134.4043,60.96539054703801
674,67.70511,129.3092,58.65426834799963
675,70.89315,133.1423,60.39295110224077
676,70.54313,147.3609,66.84246575342465
677,71.58086,155.0132,70.31352626326772
678,68.42301,126.2905,57.28499501043272
679,69.35781,134.4605,60.99088269980948
680,70.445,134.0296,60.795427741994
681,67.38153,128.9248,58.479905651818925
682,67.50767,123.0543,55.81706432005806
683,68.52054,112.1788,50.883969881157576
684,66.80858,111.7443,50.686881974054245
685,72.38532,148.4615,67.34169463848316
686,68.51642,136.7459,62.02753333938129
687,70.79791,133.2068,60.422208110314784
688,66.21905,116.8855,53.01891499591762
689,68.31167,124.8542,56.63349360428195
690,67.1715,121.5809,55.14873446430191
691,67.7714,123.197,55.88179261544044
692,67.47328,137.1255,62.199718769844864
693,67.77463,121.4941,55.109362242583686
694,69.20099,150.9398,68.4658441440624
695,70.04297,142.3009,64.54726480994285
696,70.56979,134.7527,61.123423750340194
697,66.45379,133.5585,60.58173818379751
698,67.68132,136.0895,61.72979225256282
699,65.75638,95.20216,43.183416492787806
700,69.3549,119.7404,54.31388914088723
701,70.5902,152.9146,69.36160754785449
